ID,name,value
Student27,M0039,1
Student27,M0040,1
Student27,M0041,1
Student27,M0042,1
Student27,M0043,1
Student27,M0203,1
Student27,M0204,0
Student27,M0206,1
Student27,M0208,1
Student27,M0209,0
Student27,M0210,1
Student27,M0212,1
Student27,M0217,0
Student27,M0219,1
Student27,M0301,1
Student27,M0302,1
Student27,M0303,1
Student27,M0304,0
Student27,M0305,0
Student27,M0306,1
Student28,D0002,1
Student28,D0003,1
Student28,D0005,1
Student28,M0003,1
Student28,M0004,0
Student28,M0006,1
Student28,M0007,0
Student28,M0009,0
Student28,M0010,1
Student28,M0011,1
Student28,M0012,1
Student28,M0016,1
Student28,M0017,1
Student28,M0018,1
Student28,M0019,1
Student28,M0020,0
Student28,M0023,0
Student28,M0025,1
Student28,M0027,1
Student28,M0029,1
Student28,M0030,1
Student28,M0031,1
Student28,M0036,1
Student28,M0037,1
Student28,M0038,0
Student28,M0039,0
Student28,M0040,1
Student28,M0041,0
Student28,M0042,1
Student28,M0043,1
Student28,M0203,0
Student28,M0204,0
Student28,M0206,1
Student28,M0208,1
Student28,M0209,1
Student28,M0210,1
Student28,M0212,1
Student28,M0217,0
Student28,M0219,1
Student28,M0301,1
Student28,M0302,1
Student28,M0303,0
Student28,M0304,0
Student28,M0305,0
Student28,M0306,1
Student29,D0002,1
Student29,D0003,1
Student29,D0005,1
Student29,M0003,1
Student29,M0004,1
Student29,M0006,1
Student29,M0007,1
Student29,M0009,1
Student29,M0010,1
Student29,M0011,1
Student29,M0012,1
Student29,M0016,1
Student29,M0017,1
Student29,M0018,1
Student29,M0019,1
Student29,M0020,1
Student29,M0023,1
Student29,M0025,0
Student29,M0027,0
Student29,M0029,1
Student29,M0030,1
Student29,M0031,1
Student29,M0036,1
Student29,M0037,1
Student29,M0038,1
Student29,M0039,1
Student29,M0040,1
Student29,M0041,1
Student29,M0042,1
Student29,M0043,1
Student29,M0203,1
Student29,M0204,1
Student29,M0206,1
Student29,M0208,0
Student29,M0209,1
Student29,M0210,1
Student29,M0212,1
Student29,M0217,0
Student29,M0219,1
Student29,M0301,1
Student29,M0302,1
Student29,M0303,1
Student29,M0304,1
Student29,M0305,1
Student29,M0306,1
Student30,D0002,0
Student30,D0003,0
Student30,D0005,1
Student30,M0003,1
Student30,M0004,1
Student30,M0006,1
Student30,M0007,1
Student30,M0009,1
Student30,M0010,1
Student30,M0011,0
Student30,M0012,1
Student30,M0016,1
Student30,M0017,1
Student30,M0018,1
Student30,M0019,0
Student30,M0020,1
Student30,M0023,0
Student30,M0025,0
Student30,M0027,1
Student30,M0029,1
Student30,M0030,0
Student30,M0031,1
Student30,M0036,0
Student30,M0037,1
Student30,M0038,0
Student30,M0039,1
Student30,M0040,0
Student30,M0041,1
Student30,M0042,0
Student30,M0043,1
Student30,M0203,1
Student30,M0204,1
Student30,M0206,1
Student30,M0208,1
Student30,M0209,0
Student30,M0210,1
Student30,M0212,1
Student30,M0217,1
Student30,M0219,0
Student30,M0301,1
Student30,M0302,1
Student30,M0303,1
Student30,M0304,0
Student30,M0305,1
Student30,M0306,1
Student31,D0002,1
Student31,D0003,1
Student31,D0005,1
Student31,M0003,1
Student31,M0004,1
Student31,M0006,1
Student31,M0007,1
Student31,M0009,1
Student31,M0010,1
Student31,M0011,1
Student31,M0012,1
Student31,M0016,1
Student31,M0017,1
Student31,M0018,1
Student31,M0019,1
Student31,M0020,1
Student31,M0023,1
Student31,M0025,0
Student31,M0027,0
Student31,M0029,1
Student31,M0030,1
Student31,M0031,1
Student31,M0036,1
Student31,M0037,1
Student31,M0038,1
Student31,M0039,1
Student31,M0040,1
Student31,M0041,1
Student31,M0042,1
Student31,M0043,0
Student31,M0203,1
Student31,M0204,1
Student31,M0206,1
Student31,M0208,0
Student31,M0209,1
Student31,M0210,1
Student31,M0212,1
Student31,M0217,0
Student31,M0219,1
Student31,M0301,1
Student31,M0302,1
Student31,M0303,1
Student31,M0304,1
Student31,M0305,1
Student31,M0306,1
Student32,D0002,1
Student32,D0003,1
Student32,D0005,1
Student32,M0003,1
Student32,M0004,0
Student32,M0006,1
Student32,M0007,1
Student32,M0009,1
Student32,M0010,1
Student32,M0011,1
Student32,M0012,1
Student32,M0016,1
Student32,M0017,0
Student32,M0018,0
Student32,M0019,1
Student32,M0020,1
Student32,M0023,1
Student32,M0025,1
Student32,M0027,1
Student32,M0029,1
Student32,M0030,0
Student32,M0031,1
Student32,M0036,1
Student32,M0037,1
Student32,M0038,0
Student32,M0039,1
Student32,M0040,0
Student32,M0041,0
Student32,M0042,1
Student32,M0043,0
Student32,M0203,1
Student32,M0204,1
Student32,M0206,1
Student32,M0208,0
Student32,M0209,1
Student32,M0210,0
Student32,M0212,0
Student32,M0217,0
Student32,M0219,1
Student32,M0301,1
Student32,M0302,1
Student32,M0303,1
Student32,M0304,0
Student32,M0305,0
Student32,M0306,1
Student33,D0002,1
Student33,D0003,1
Student33,D0005,1
Student33,M0003,0
Student33,M0004,1
Student33,M0006,1
Student33,M0007,1
Student33,M0009,1
Student33,M0010,1
Student33,M0011,1
Student33,M0012,1
Student33,M0016,1
Student33,M0017,1
Student33,M0018,0
Student33,M0019,1
Student33,M0020,1
Student33,M0023,1
Student33,M0025,1
Student33,M0027,1
Student33,M0029,1
Student33,M0030,1
Student33,M0031,1
Student33,M0036,1
Student33,M0037,1
Student33,M0038,0
Student33,M0039,0
Student33,M0040,1
Student33,M0041,1
Student33,M0042,1
Student33,M0043,0
Student33,M0203,1
Student33,M0204,0
Student33,M0206,1
Student33,M0208,1
Student33,M0209,1
Student33,M0210,1
Student33,M0212,1
Student33,M0217,0
Student33,M0219,1
Student33,M0301,1
Student33,M0302,1
Student33,M0303,1
Student33,M0304,1
Student33,M0305,1
Student33,M0306,1
Student34,D0002,1
Student34,D0003,1
Student34,D0005,1
Student34,M0003,1
Student34,M0004,1
Student34,M0006,1
Student34,M0007,1
Student34,M0009,1
Student34,M0010,1
Student34,M0011,0
Student34,M0012,1
Student34,M0016,1
Student34,M0017,1
Student34,M0018,1
Student34,M0019,0
Student34,M0020,0
Student34,M0023,0
Student34,M0025,1
Student34,M0027,1
Student34,M0029,1
Student34,M0030,0
Student34,M0031,0
Student34,M0036,0
Student34,M0037,1
Student34,M0038,0
Student34,M0039,1
Student34,M0040,0
Student34,M0041,1
Student34,M0042,1
Student34,M0043,1
Student34,M0203,0
Student34,M0204,1
Student34,M0206,1
Student34,M0208,1
Student34,M0209,0
Student34,M0210,1
Student34,M0212,1
Student34,M0217,0
Student34,M0219,1
Student34,M0301,0
Student34,M0302,0
Student34,M0303,0
Student34,M0304,0
Student34,M0305,0
Student34,M0306,0
Student35,D0002,1
Student35,D0003,1
